成都,锦江区 人居东御佲家 精装洋房四房,4室2厅|144.05㎡|中层（共8层）|南向|2017年建|刘俊,人居东御佲家三圣乡-牡丹街199号(七中育才三圣分校旁),31100元/㎡,448万
成都,主城区中环路 品质新房 直接认购 南北朝向户型方正,4室2厅|136㎡|低层（共27层）|南北向|2022年建|邬清勇,梵锦108动物园-地铁3号线动物园站D出口,22794元/㎡,310万
成都,全成都新房二手房房源都有锦城峰荟荟澜阁三圣乡地铁旁公园,4室2厅|133.71㎡|顶层（共32层）|东南向|2021年建|刘俊,人居锦城峰荟荟澜阁三圣乡-椿树街393号,27297元/㎡,365万
成都,"天府新区200 万上车 ,中海精装小高层 ,今年买明年住",3室2厅|101㎡|底层（共1层）|南向|2000年建|刘俊,中海天府里秦皇寺-四川天府新区宁波路东段与福州路东段交叉口,29702元/㎡,300万
成都,成华区 招商雍华府二期 三房 183.5万,3室2厅|93.79㎡|低层（共20层）|西北向|2014年建|邬清勇,招商雍华府驷马桥-双荆路6号,19564元/㎡,183.5万
成都,9栋1单元135平米到179平米一个8套1月1号4套2号4套,4室2厅|156.73㎡|高层（共32层）|南北向|2019年建|刘安明,朗诗熙华府公寓大源-盛冶街777号(伊藤洋华堂对面),35411元/㎡,555万
成都,全成都二手房都有—中介费只收0.5个点—领馆国际城 4室 南,4室2厅|136.4㎡|中层（共29层）|南向|2013年建|黄浩,领馆国际城中和镇-梓州大道4111号,20894元/㎡,285万
成都,"精装修大套三,性价比之高,整个小区没有之一。随时看房",3室2厅|136.77㎡|低层（共26层）|南向|2009年建|邬清勇,祥域内金沙-蜀源路2号,21349元/㎡,292万
成都,恒大名都 3室2厅 东南,3室2厅|123.6㎡|低层（共32层）|东南向|2000年建|邬清勇,恒大名都麓山-南天府广场麓山大道(麓山国际社区对面),17718元/㎡,219万
成都,"桐梓林壹号,满五年,精装修,可拎包入住,中间楼层,采光视野好",4室2厅|141.01㎡|中层（共23层）|北向|2015年建|邬清勇,中建桐梓林壹号城南宜家-盛和二路168号(桐梓林南站公园旁),41131元/㎡,580万
成都,欧香小镇 联排端户 双拼带平花园 南北通透 视野开阔,联排|卧室：5个|花园：60平米|470㎡|东向|黄晓东,欧香小镇别墅华阳-剑南大道南段669号,21702元/㎡,1020万
成都,高新区龙湖世纪峰景 大跃层 坐在阳台看日出 绿地468遥相呼,6室3厅|648.9㎡|顶层（共44层）|东向|2015年建|徐勇,龙湖世纪峰景新会展-世纪城路418号,27739元/㎡,1800万
成都,中鹏花园C区 独栋别墅 端头位置 精装修 有地下室,独栋|卧室：5个|无花园|400.53㎡|南向|蔺月梅,中鹏花园C区别墅外光华-苏坡中路48号,27463元/㎡,1100万
成都,锦江区 蜀都花园 套四双卫可改套五 采光很好,4室2厅|137㎡|顶层（共19层）|南向|2003年建|邬清勇,蜀都花园牛市口-大田坎街162号,16788元/㎡,230万
成都,"武侯新城,北二外K12,保利花园二期,精装自住少,保养好",3室1厅|99.31㎡|中层（共15层）|东北向|2012年建|邬清勇,保利花园新双楠-武侯大道三环路外侧聚贤路733号,27691元/㎡,275万
成都,106万!房东包税!地铁口! 远大都市风景5期!精装套三,3室2厅|75.11㎡|中层（共22层）|南北向|巫小红,远大都市风景五期天府软件园-老成仁路99号,14112元/㎡,106万
城市,标题,房源信息描述,房源位置信息,单价,房总款
成都,全成都二手房都有—中介费只收0.5个点—领馆国际城 4室 南,4室2厅|136.4㎡|中层（共29层）|南向|2013年建|黄浩,领馆国际城中和镇-梓州大道4111号,20894元/㎡,285万
成都,恒大名都 3室2厅 东南,3室2厅|123.6㎡|低层（共32层）|东南向|2000年建|邬清勇,恒大名都麓山-南天府广场麓山大道(麓山国际社区对面),17718元/㎡,219万
成都,新希望物业自营 地铁口 精装套二单卫 大客厅 采光好,2室1厅|89.48㎡|顶层（共33层）|西南向|2015年建|刘俊,塔子山壹号攀成钢-东大路二郎山路66号,29615元/㎡,265万
成都,"春天花园 中间楼层,采光充足,全明户型南北向,有装修,带暖气",4室2厅|168.95㎡|中层（共5层）|南向|2002年建|邬清勇,春天花园浣花小区-百卉路12号,29949元/㎡,506万
成都,绿城金沙凤起朝鸣 4室1厅 193.81㎡开发商精装绿城品质,4室1厅|193.81㎡|高层（共23层）|西南向|2021年建|邬清勇,绿城金沙凤起朝鸣内金沙-金沙街道办事处龙嘴村3、4、6、7组,49997元/㎡,969万
成都,蓝花楹 4室2厅 北,4室2厅|132.55㎡|低层（共31层）|北向|2000年建|李大刚,蓝花楹大源-高新区天府三街和康华路交汇处,29800元/㎡,395万
成都,65万78平米中阶费5千含贷款新盘7成返客户资产处置收1%,3室2厅|77.11㎡|中层（共13层）|南北向|2016年建|刘安明,凤凰傲城大丰-大成路南段768号,8413元/㎡,64.88万
成都,"双流现房,8500亩湿地公园环绕,15年义务教育 资源",4室2厅|136㎡|底层（共1层）|南向|2000年建|邬清勇,港龙美的·未来映蛟龙港-双楠大道中段奥特莱斯旁(地铁3号线龙桥路站),19117元/㎡,260万
成都,主城区中环路 品质新房 直接认购 南北朝向户型方正,4室2厅|136㎡|低层（共27层）|南北向|2022年建|邬清勇,梵锦108动物园-地铁3号线动物园站D出口,22794元/㎡,310万
成都,"精装修大套三,性价比之高,整个小区没有之一。随时看房",3室2厅|136.77㎡|低层（共26层）|南向|2009年建|邬清勇,祥域内金沙-蜀源路2号,21349元/㎡,292万
成都,中鹏花园C区 独栋别墅 端头位置 精装修 有地下室,独栋|卧室：5个|无花园|400.53㎡|南向|蔺月梅,中鹏花园C区别墅外光华-苏坡中路48号,27463元/㎡,1100万
成都,包税78万!保养好!先到先得8,3室2厅|113.73㎡|低层（共32层）|南北向|2020年建|周玉苹,恒大御龙天峰阳光城-忠北路666号,6858元/㎡,78万
成都,"200万起入住天府新区,6麓山大道!新房零中介费!",3室2厅|108㎡|低层（共32层）|南北向|2000年建|刘俊,海伦堡玖悦府麓山-麓山利州大道旁,18518元/㎡,200万
成都,收0.5中 介 费!免贷款费 12年行业经验 实体门店,2室1厅|92.19㎡|中层（共29层）|南北向|2000年建|李大刚,两江国际大源-天府一街369号,27063元/㎡,249.5万
成都,高新区花漾锦江周末270度视野楼顶自带会所丨私人豪宅,3室2厅|128㎡|中层（共39层）|南北向|2017年建|张进生,花漾锦江公寓新会展-天府大道中段1388号,20312元/㎡,260万
成都,攀成钢 医疗商业配套成熟 清水别墅 临地铁 看房方便,独栋|卧室：5个|无花园|347.16㎡|南向|刘俊,绿地锦天府别墅攀成钢-通盈路88号,30245元/㎡,1050万
成都,94万!房东包税!地铁口!首创国际城!精装套二,2室2厅|77.19㎡|中层（共34层）|南北向|巫小红,首创国际城一期成渝立交-和美西路8号(东客站附近),12177元/㎡,94万
成都,"临河别墅 私家花园 双拼3+1 坐北朝南,小区带露天游泳",独栋|卧室：5个|无花园|340㎡|东向|蔺月梅,中央花园临河别墅五大花园-沙堰西一街79号,34941元/㎡,1188万
成都,新鸿基悦城套三 低总价 近地铁 兴隆湖 随时看房,3室2厅|141.32㎡|低层（共27层）|西北向|2013年建|邬清勇,新鸿基悦城麓山-华阳海昌路99号,19317元/㎡,273万
成都,人居九林语 134平4居 南北向毛坯 准现房,4室2厅|134㎡|中层（共18层）|南北向|倪万兵,人居九林语东客站-大渡河路666号、峨眉山路488号,23358元/㎡,313万
成都,新上!万科公园五号洋房!260平大平层!南北通透!少税,5室2厅|260㎡|顶层（共9层）|南北向|2020年建|邬清勇,万科公园5号大源-天府一街(成都七中斜对面),48076元/㎡,1250万
成都,新房:成华区(人居九林语洋房)新希望锦麟壹品滨河壹号院,4室2厅|143㎡|低层（共10层）|南北向|2023年建|刘俊,人居九林语东客站-大渡河路666号、峨眉山路488号,25174元/㎡,360万
成都,新房现房:卧龙谷玖号!叠拼别墅 双拼独栋 湿地公园 美的东樾,4室2厅|170㎡|中层（共6层）|南北向|2023年建|刘俊,卧龙谷玖号大面-新建路299号,26470元/㎡,450万
成都,!教科院东区 小套三 业主诚心 拎包入住 看房方便,3室2厅|89.84㎡|底层（共31层）|西向|2010年建|邬清勇,大源欢乐颂大源-大源欢乐颂,27270元/㎡,245万
成都,"满五且,顶楼带花园,业主19年新装修,装修保养好",5室1厅|180㎡|顶层（共11层）|南向|2006年建|蔺月梅,金沙西园三期内金沙-金阳路112号,26666元/㎡,480万
成都,281万!房东包税!地铁口!市中心!万和苑!精装套四,4室2厅|207.71㎡|中层（共31层）|南北向|巫小红,万和苑八宝街-八宝街1号,13528元/㎡,281万
成都,新房房源优选好房!四合院带大花园可买天府南配套好,3室2厅|110㎡|低层（共32层）|南北向|2016年建|刘俊,润达丰滨江郦城眉山-天府新区剑南大道南延线,7090元/㎡,78万
成都,包税107万可按揭!8号线万年路地铁!恒大中央广场31,2室2厅|67.5㎡|高层（共37层）|南北向|2017年建|周玉苹,恒大中央广场新华公园-东二环新鸿路口(九龙仓御园对面),15851元/㎡,107万
成都,朗基和今缘96.54平 3室2厅2卫,3室2厅|96.54㎡|低层（共30层）|南北向|2020年建|刘俊,朗基和今缘中和镇-朗基和今缘,25999元/㎡,251万
成都,不线360万顶跃带花园!包税可按揭!在建13号地铁28,6室2厅|199.63㎡|高层（共29层）|南北向|2012年建|邬清勇,华都美林湾三圣乡-锦江区白桦林路29号,18033元/㎡,360万
成都,高新区联排合院别墅都有新中式风格,4室2厅|152㎡|底层（共1层）|南向|2000年建|刘俊,金隅金成府中和镇-金隅金成府,35986元/㎡,547万
成都,"速看!理工大精装跃层 带家具家电地铁口带小区环境,拎包入住",1室1厅|33㎡|中层（共29层）|南北向|2020年建|邬清勇,龙光世纪中心公寓理工大-成华大道二段理工大斜对面圣灯公园旁,12121元/㎡,40万
成都,九号公馆 朝南 精装全齐 位置好视野好采光好 满五年 带5车,5室2厅|248.9㎡|高层（共30层）|南北向|2015年建|徐勇,中海九号公馆金融城-万象南路199号,60265元/㎡,1500万
成都,城南一号精装套四加一 保养看得见 欢迎现场感受 业主置换,4室2厅|186㎡|高层（共23层）|南北向|2012年建|先蕾,中海城南一号金融城-交子大道199号,56451元/㎡,1050万
成都,全成都新房二手房房源都有锦城峰荟荟澜阁三圣乡地铁旁公园,4室2厅|133.71㎡|顶层（共32层）|东南向|2021年建|刘俊,人居锦城峰荟荟澜阁三圣乡-椿树街393号,27297元/㎡,365万
成都,锦江区 人居东御佲家 精装洋房四房,4室2厅|144.05㎡|中层（共8层）|南向|2017年建|刘俊,人居东御佲家三圣乡-牡丹街199号(七中育才三圣分校旁),31100元/㎡,448万
成都,150万89平中阶费5千含贷款新盘7成返客户资产处置收1%,3室2厅|88.81㎡|高层（共39层）|南北向|2016年建|刘安明,绿地中心云玺468三圣乡-东大街延线地铁2号线洪河站口,16888元/㎡,149.99万
成都,170万89平米中阶费5千含贷款新盘7成返客户资产处置收1%,3室2厅|89.42㎡|中层（共32层）|南北向|2012年建|刘安明,紫云府万年场-双成三路18号,19011元/㎡,170万
成都,新出好房 中海城南华府 正朝南 低于同户型价,4室2厅|186.24㎡|高层（共30层）|南北向|2014年建|何兴旺,中海城南华府金融城-成汉南路366号,52620元/㎡,980万
成都,华润金悦湾 中间楼层 清水房 对中庭 通透户型,5室2厅|279.54㎡|高层（共24层）|西北向|2019年建|蔺月梅,华润金悦湾外金沙-清波路77号,24683元/㎡,690万
成都,华润金悦湾 看公园 南边对中庭 位置安静 有2个车位,4室2厅|210.97㎡|高层（共24层）|南向|2019年建|蔺月梅,华润金悦湾外金沙-清波路77号,25833元/㎡,545万
成都,出行方便 南北通透 次新小区 有电梯 双卫格局 商业配套成熟,4室2厅|139.41㎡|低层（共12层）|南北向|2021年建|黄晓东,中粮武侯瑞府簇桥-武侯新城智远大道与金履路交汇处,34430元/㎡,480万
成都,2号和8号线东大路地铁口!满五年! 拎包入住!澳龙名城!,2室2厅|62.67㎡|中层（共18层）|南向|蔡廷英,澳龙名城攀成钢-通盈街709-12号,20743元/㎡,130万
成都,龙湖三千庭 3室2厅 90.48平,3室2厅|90.48㎡|低层（共33层）|南向|2015年建|胡健,龙湖三千庭大面-金枫路520号,20888元/㎡,189万
成都,视野采光佳!带家具家电!保养的很好!天鹅湖北苑!,2室1厅|81.81㎡|高层（共33层）|南向|蔡廷英,天鹅湖花园新会展-世纪城路166号,16868元/㎡,138万
成都,华腾舒云居 面积:110.38㎡稀少套三双卫的 朝南,3室2厅|110.38㎡|中层（共12层）|南向|2015年建|王兵,华腾舒云居双流城区-东升航都大街2段171号(老永福大酒店对面),16760元/㎡,185万
成都,视野开阔!东南朝向!客厅主卧正看交子公园!交银泰中心,3室2厅|364.29㎡|低层（共46层）|南向|2016年建|蔡廷英,成都银泰中心华悦府天府长城-天府大道北段1199号(国际金融中心对面),85097元/㎡,3100万
成都,"房东诚心的很 次新小区 地铁口,户型方正,好看房!",3室2厅|112㎡|低层（共15层）|东向|2016年建|王兵,三里花城双流城区-宜城大街一段333号(广都国际酒店对面),14285元/㎡,160万
成都,建发浅水湾在售房源里属这套超好!正临锦江位置花园大客厅挑高!,独栋|卧室：5个|花园：500平米|690㎡|东向|袁刚,建发浅水湾锦江生态带-正公路88号,34318元/㎡,2368万
成都,"锦江国际花园 精装套一 商圈成熟 近地铁,随时看房",1室1厅|37㎡|中层（共6层）|南向|2020年建|肖明富,锦江国际花园川师-锦绣大道3555号,12972元/㎡,48万
成都,新上 好房!蔚蓝卡地亚前后视野开阔无遮挡客厅带游泳池!,独栋|卧室：3个|花园：150平米|424.56㎡|东向|袁刚,蔚蓝卡地亚麓山-天府大道南段2599号,26568元/㎡,1128万
成都,大运会主路旁 精装带家具家电 送车位 水电气民用 带生活阳台,1室1厅|56㎡|高层（共25层）|南北向|2020年建|肖明富,昊园江南壹品十陵-西河镇成洛大道(华新职业学院旁),6785元/㎡,38万
成都,精装修 电梯房 满二 住房 4室2厅 房东急置换 诚意卖房,4室2厅|175㎡|中层（共31层）|东向|2018年建|袁刚,蔚蓝卡地亚花园城麓湖-武汉路与天府大道交界处西南侧,45714元/㎡,800万
成都,必卖房!!超大落地窗 采光视野超好 金融双塔旁 车位,3室1厅|93.65㎡|顶层（共18层）|西南向|2013年建|谢雨,天府世家金融城-锦城大道999号,49119元/㎡,460万
成都,金融城中海九号公馆 美式风格 奢华大平层 前后双中庭 带车位,4室2厅|248.9㎡|低层（共30层）|南向|2000年建|先蕾,中海九号公馆金融城-万象南路199号,60265元/㎡,1500万
成都,复地御香山(别墅) 高绿化 板楼 近地铁 产权清晰,独栋|卧室：4个|花园：100平米|430㎡|东向|袁刚,复地御香山麓湖-天府大道南段2917号,32093元/㎡,1380万
成都,"中阶费只收0.5个点,安静不吵 现代轻奢风 8成新 卧室带弧",2室1厅|88.79㎡|高层（共27层）|东南向|2009年建|詹江程,浅水半岛八里小区-新怡路30号,17569元/㎡,156万
成都,蔚蓝卡地亚花园城 电梯房 大阳台169平 看房方便 有钥,4室2厅|169㎡|低层（共35层）|西北向|2018年建|袁刚,蔚蓝卡地亚花园城麓湖-武汉路与天府大道交界处西南侧,41124元/㎡,695万
成都,天府世家精装房 实得面积大,6室2厅|229.88㎡|低层（共33层）|东北向|2000年建|先蕾,天府世家金融城-锦城大道999号,41325元/㎡,950万
成都,市中心跃层公寓火爆来袭 双面采光 近地铁 沃尔玛,2室1厅|46.1㎡|底层（共1层）|南向|2020年建|肖明富,智业公寓沙湾会展-金沙路131号,11930元/㎡,55万
城市,标题,房源信息描述,房源位置信息,单价,房总款
成都,蔚蓝卡地亚为数不多的端户上叠三面采光!南北通透性价比极高!,独栋|卧室：3个|花园：50平米|274.36㎡|东向|袁刚,蔚蓝卡地亚麓山-天府大道南段2599号,28429元/㎡,780万
成都,"中阶费只收0.5个点,精装套三 朝南 对中庭 客厅带阳台 位",3室1厅|90.78㎡|中层（共33层）|南向|2000年建|詹江程,龙湖三千里二期建设路SM广场-成华区建业路88号,25335元/㎡,230万
成都,华韵天府 中阶费0.5% 标准套四双卫 视野开阔 东南朝向,4室2厅|87.72㎡|高层（共39层）|东南向|2013年建|易朋,华韵天府三圣乡-锦江区月季路166号,22571元/㎡,198万
成都,汀院 少有的临湖位置 别墅视野 四房功能实用性很足 厅大卧室,4室2厅|193.3㎡|中层（共41层）|南北向|2019年建|袁刚,麓湖生态城汀院麓湖-麓湖生态城汀院,50077元/㎡,968万
成都,"买家0.5个点中芥费,世茂城四期 3室1厅 东南",3室1厅|85.54㎡|中层（共33层）|东南向|2000年建|王帆,世茂城四期大面-天鹅西湖南路6号,16226元/㎡,138.8万
成都,"中阶费只收0.5个点,二八板块 精装套三双卫 安静不临街,近",3室2厅|84.23㎡|低层（共33层）|西南向|2000年建|詹江程,交大归谷建设派二仙桥-二仙桥北路3号,23744元/㎡,200万
成都,金融城东 锦江区小户型 现房 4.2米跃层 近地铁 可按揭,2室1厅|51㎡|中层（共25层）|南北向|2020年建|肖明富,58神奇空间公寓三圣乡-柳荫路16号,11372元/㎡,58万
成都,"中阶费只收0.5个点,标准套三,精装修,户型方正,对中庭光线",3室1厅|73.63㎡|低层（共31层）|东南向|2000年建|詹江程,蓝光东方天地东郊记忆-崔家店路段151号,24718元/㎡,182万
成都,中国铁建西派澜岸 225平 全新 4室2厅 南,4室2厅|223.17㎡|中层（共20层）|南向|2000年建|先蕾,中国铁建西派澜岸大源-中国成都剑南大道成都七中高新校区对面,44808元/㎡,1000万
成都,急急急!!!户型方正+视野开阔+业主诚意+看房方便,4室1厅|368.39㎡|顶层（共46层）|东向|2016年建|谢雨,银泰中心华悦居公寓天府长城-天府大道北段1199号,72748元/㎡,2680万
成都,"中国铁建西派澜岸位置好,清水房 实得面积大 ,随时可看",4室2厅|245.14㎡|低层（共6层）|南向|2000年建|谢雨,中国铁建西派澜岸大源-中国成都剑南大道成都七中高新校区对面,52215元/㎡,1280万
成都,"店长推荐,植物园精装修双南北4房,户型好,东南朝向 安静",4室2厅|167.97㎡|中层（共31层）|南北向|2014年建|谢雨,仁和春天国际花园金融城-府城大道西段505号,39888元/㎡,670万
成都,"中海新上大4房,带阳台,通风采光佳,业主诚意卖 满5",3室2厅|193.58㎡|高层（共23层）|东向|2012年建|谢雨,中海城南一号金融城-交子大道199号,61989元/㎡,1200万
成都,"中.介费只收0.5个点,新上3室2厅 复地御香山3悦",3室2厅|104.67㎡|高层（共33层）|东北向|2012年建|熊珍云,复地御香山3悦麓湖-天府大道2917号,24839元/㎡,260万
成都,中海城南一号二期 4室2厅 北,4室2厅|172.75㎡|中层（共22层）|北向|2000年建|先蕾,中海城南一号金融城-交子大道199号,53545元/㎡,925万
成都,"买家0.5中芥费,蓝谷地一二期 3室2厅 东南 南",3室2厅|119.02㎡|顶层（共11层）|东南向|2000年建|王帆,蓝谷地一期川师-静宁路9号(川师南大门侧),14451元/㎡,172万
成都,"买家0.5个点中芥费,华尔兹广场(武侯) 2室1厅 南",2室1厅|98.97㎡|高层（共24层）|南向|2004年建|王帆,华尔兹广场(武侯)航空路-航空路7号,12326元/㎡,122万
成都,"中.介费只收0.5个点,新上 光华锦苑精装套三",3室1厅|131.42㎡|低层（共21层）|西南向|2014年建|熊珍云,光华锦苑万家湾-光华北六路216号,22827元/㎡,300万
成都,华润二十四城柒公馆 中阶费0.5% 精装套三双卫 中间楼层,3室2厅|101.35㎡|高层（共40层）|南北向|2019年建|易朋,华润二十四城柒公馆万年场-二环路东三段双成二路39号(万象城旁),30981元/㎡,314万
成都,"瑞升望江橡树林一期,中阶费0.5% 近双地铁站 满五唯1",2室1厅|85.03㎡|低层（共34层）|西向|2009年建|易朋,望江橡树林一期九眼桥-橡树林路166号,17993元/㎡,153万
成都,"中.介费只收0.5个点,新上保利湖心岛玉湖苑精装套三",3室2厅|115.39㎡|底层（共1层）|东南向|2000年建|熊珍云,保利湖心岛五龙山-东三环旁成金青大道(狮子湖生态区内),11699元/㎡,135万
成都,"中阶费只收0.5个点, 小区环境好,户型方正,物业好。西南",2室1厅|81㎡|低层（共19层）|西南向|2000年建|詹江程,万科魅力之城四期成渝立交-万科路2号(成都东站对面),19506元/㎡,158万
成都,"中.介费只收0.5个点,新上3室1厅 保利學府城",3室1厅|115.51㎡|高层（共28层）|南向|2019年建|熊珍云,保利学府城国宾-金谷三路306号,20777元/㎡,240万
成都,店长重点推荐!誉峰一期360平带泳池不一样的房子不一样的选择,5室2厅|354.01㎡|顶层（共30层）|南向|2010年建|先蕾,誉峰一期金融城-万象南路360号(新益州城市广场西侧),79093元/㎡,2800万
成都,成都文儒德 4室2厅 南,4室2厅|210.65㎡|中层（共26层）|南向|2017年建|先蕾,成都文儒德市一医院-近慈路66号,73581元/㎡,1550万
成都,摩玛城 中阶费0.5% 近双地铁 满五 纯清水房 高楼层,2室2厅|78.47㎡|高层（共33层）|南北向|2009年建|易朋,摩玛城九眼桥-二环路东五段366号,19243元/㎡,151万
成都,复地金融岛 5室2厅3卫 精装修 1650万元,5室2厅|226.5㎡|高层（共24层）|东南向|2017年建|彭松,复地金融岛新会展-四川省成都市高新区环岛路1200号,72847元/㎡,1650万
成都,西派国际 5室2厅3卫 精装修 1200万元,5室2厅|219.66㎡|高层（共30层）|东向|2016年建|彭松,西派国际金融城-西派国际,54629元/㎡,1200万
成都,"锦江国际花园 精装套一 商圈成熟 近地铁,随时看房",1室1厅|37㎡|中层（共6层）|南向|2020年建|肖明富,锦江国际花园川师-锦绣大道3555号,12972元/㎡,48万
成都,"中.介费只收0.5个点,新上4室2厅 香木林新城",4室2厅|147.08㎡|顶层（共11层）|南北向|2005年建|熊珍云,香木林新城内光华-东坡北二路688号;春晓路23号,28895元/㎡,425万
成都,桐梓林欧城 中阶费0.5% 精装套二 带暖气片 对中庭,2室1厅|89.29㎡|低层（共21层）|南向|2009年建|易朋,桐梓林欧城桐梓林-桐梓林南路7号,21838元/㎡,195万
成都,蓝光东方天地 中阶费0.5% 清水套三 中间楼层,3室1厅|65.48㎡|高层（共30层）|西南向|2015年建|易朋,蓝光东方天地东郊记忆-崔家店路段151号,23365元/㎡,153万
成都,新上房源 中海九号公馆 套四 双卫 安静 中庭 看房随时看,4室2厅|190㎡|中层（共31层）|南北向|2017年建|谢雨,中海九号公馆金融城-万象南路199号,57894元/㎡,1100万
成都,时代豪庭一期 3室1厅2卫 普通装修 435万元,3室1厅|155.88㎡|低层（共43层）|西北向|2017年建|李爽,时代豪庭东大街-东大街芷泉段188号,27906元/㎡,435万
成都,华润二十四城八期 中阶费0.5% 精装套四双卫 飞机户型,4室2厅|158.07㎡|低层（共36层）|西向|2020年建|易朋,华润二十四城万年场-双成二路39号,32264元/㎡,510万
成都,全成都二手房都有-中介费只收0.5个点-清凤时代城 3室 南,3室2厅|99.44㎡|中层（共32层）|南向|2017年建|黄浩,清凤时代城大源-剑南大道中段719号,30671元/㎡,305万
成都,桐梓林精装现房在售 服务式70年现房住宅 无需摇号 不限姿格,2室2厅|82.3㎡|高层（共22层）|东西向|2018年建|刘运泽,桐梓林7号航空路-新希望路7号,24301元/㎡,200万
成都,"中阶费只收0.5个点,采光充足,房屋内每个区域采光很不错",3室1厅|112.2㎡|低层（共31层）|东向|2017年建|詹江程,龙湖九里晴川新川-四川省成都市高新区雅和南四路216号,28520元/㎡,320万
成都,"誉峰一期4室,东南向我看过本房,使用率非常高,有双车位。",4室2厅|182.56㎡|高层（共24层）|东南向|2000年建|饶爱华,誉峰一期金融城-万象南路360号(新益州城市广场西侧),49298元/㎡,900万
成都,"誉峰二期245平带大平台户型,带家具家电 安静诚售",5室2厅|245.95㎡|高层（共30层）|东南向|2014年建|饶爱华,誉峰二期金融城-高新区锦晖西二街77号,65053元/㎡,1600万
成都,"中.介费只收0.5个点,新上 复地金融岛套三",3室1厅|112.45㎡|底层（共1层）|东南向|2000年建|熊珍云,复地金融岛新会展-四川省成都市高新区环岛路1200号,49799元/㎡,560万
成都,"中.介费只收0.5个点,新上万科翡翠公园",4室2厅|121.2㎡|中层（共35层）|南向|2020年建|熊珍云,万科翡翠公园怡心湖-四川省成都市天府新区华阳街道瑞祥西街818号,26402元/㎡,320万
成都,滨江中路1号 3室1厅 南,3室1厅|94.29㎡|中层（共6层）|南向|2018年建|李爽,滨江中路1号院盐市口-滨江中路1号,31604元/㎡,298万
成都,御龙山二期 3室2厅 东南,3室2厅|88.55㎡|中层（共39层）|东南向|2017年建|李爽,信和御龙山五桂桥-迎晖路与沙河交界处塔子山公园对面,23941元/㎡,212万
成都,"中海城南华府255平17年婚房装修,几乎没有住过,房南诚意出",4室1厅|253.9㎡|高层（共30层）|南向|2013年建|彭松,中海城南华府金融城-成汉南路366号,64986元/㎡,1650万
成都,招商大魔方 精装全齐 高楼层 临锦江 玉带缠绕 享城南夜景,4室2厅|251㎡|高层（共35层）|东向|2017年建|饶爱华,招商大魔方新会展-高新区天府大道北段1777号,51792元/㎡,1300万
成都,新房代理:奥特莱斯旁 地铁三龙桥路站 高端住宅洋房,4室2厅|118㎡|底层（共6层）|南向|2022年建|李爽,港龙美的·未来映蛟龙港-双楠大道中段奥特莱斯旁(地铁3号线龙桥路站),17796元/㎡,210万
成都,"泥巴沱森林公园大盘!纵享负氧离子,地铁口套三横厅",3室2厅|119㎡|中层（共28层）|南向|2019年建|许学朋,润扬观澜鹭岛新都新城-绕城与育英路交汇处(中国成都五龙山公园旁),9462元/㎡,112.6万
成都,高新区 誉峰一期 195平4居豪华装修 安静不临街 满五,4室2厅|195㎡|底层（共24层）|西北向|2010年建|先蕾,誉峰一期金融城-万象南路360号(新益州城市广场西侧),53846元/㎡,1050万
成都,二八板块 次新小区 中阶费0.5% 理工大學旁 精装套三,3室2厅|72.49㎡|中层（共34层）|南北向|2016年建|易朋,和泓东28二仙桥-二仙桥东路46号,19175元/㎡,139万
成都,必看好房】 中庭朝东联排 有电梯 全新装修 套五带书房,6室2厅|380㎡|底层（共3层）|东向|2015年建|刘运泽,美城悦荣府华阳-美城悦荣府,25000元/㎡,950万
成都,三圣乡 人居东御佲家四房,4室2厅|143.94㎡|中层（共8层）|东南向|2016年建|刘运泽,人居东御佲家三圣乡-牡丹街199号(七中育才三圣分校旁),26955元/㎡,388万
成都,中化滨江锦府 3室1厅1卫 精装修 205万元,3室1厅|85.31㎡|顶层（共33层）|西北向|2020年建|李爽,中化滨江锦府川师-佳宏路50号,24030元/㎡,205万
成都,"建发浅水湾新上符都范围房源!花园150平,南北通透!",独栋|卧室：5个|花园：150平米|245㎡|东向|袁刚,建发浅水湾锦江生态带-正公路88号,29795元/㎡,730万
成都,蓝花屿新上临黑珍珠看湖独栋别墅 视野开阔 朝南光线好,独栋|卧室：6个|花园：300平米|558㎡|东向|肖明富,麓湖生态城蓝花屿麓湖-天府大道南一段麓湖生态城,64516元/㎡,3600万
成都,金融城炮小旁 天府世家 精装全齐 套四 高楼层 满5年,4室2厅|139㎡|高层（共31层）|南北向|2013年建|谢雨,天府世家金融城-锦城大道999号,50287元/㎡,699万
成都,全成都二手房都有-中介费只收0.5个点-丽都世家A区 2室南,2室2厅|92.4㎡|中层（共17层）|东南向|2014年建|黄浩,丽都世家红牌楼-红牌楼董家湾南街18号,23809元/㎡,220万
成都,麓湖独栋别墅 一线景观房 头排位置地势高 正看黑珍珠湖区水系,独栋|卧室：5个|花园：400平米|495㎡|东向|袁刚,麓湖生态城蓝花屿麓湖-天府大道南一段麓湖生态城,90909元/㎡,4500万
成都,新上改善户型 纯清水 带空中花园 实得300+ 端头位置,4室2厅|245.15㎡|低层（共6层）|南向|2017年建|谢雨,中国铁建西派澜岸大源-中国成都剑南大道成都七中高新校区对面,52212元/㎡,1280万
成都,万科翡翠公园 中阶费0.5% 精装套四双卫 近地铁站,4室1厅|121.12㎡|中层（共42层）|南向|2018年建|易朋,万科翡翠公园怡心湖-天府新区成都直管区剑南大道与沈阳路交汇处,24025元/㎡,291万
